61,-15.000000,-3.064286,-3.571429
62,-15.000000,-2.228571,-4.464286
63,-15.000000,-1.207143,-5.357143
64,-15.000000,0.000000,-6.250000
65,-10.000000,-4.800000,0.000000
66,-10.000000,-4.702041,-0.892857
67,-10.000000,-4.408163,-1.785714
68,-10.000000,-3.918367,-2.678571
69,-10.000000,-3.232653,-3.571429
70,-10.000000,-2.351020,-4.464286
71,-10.000000,-1.273469,-5.357143
72,-10.000000,0.000000,-6.250000
73,-5.000000,-4.950000,0.000000
74,-5.000000,-4.848980,-0.892857
75,-5.000000,-4.545918,-1.785714
76,-5.000000,-4.040816,-2.678571
77,-5.000000,-3.333673,-3.571429
78,-5.000000,-2.424490,-4.464286
79,-5.000000,-1.313265,-5.357143
80,-5.000000,0.000000,-6.250000
81,0.000000,-5.000000,0.000000
82,0.000000,-4.897959,-0.892857
83,0.000000,-4.591837,-1.785714
84,0.000000,-4.081633,-2.678571
85,0.000000,-3.367347,-3.571429
86,0.000000,-2.448980,-4.464286
87,0.000000,-1.326531,-5.357143
88,0.000000,0.000000,-6.250000
89,5.000000,-4.950000,0.000000
90,5.000000,-4.848980,-0.892857
91,5.000000,-4.545918,-1.785714
92,5.000000,-4.040816,-2.678571
93,5.000000,-3.333673,-3.571429
94,5.000000,-2.424490,-4.464286
95,5.000000,-1.313265,-5.357143
96,5.000000,0.000000,-6.250000
97,10.000000,-4.800000,0.000000
98,10.000000,-4.702041,-0.892857
99,10.000000,-4.408163,-1.785714
100,10.000000,-3.918367,-2.678571
101,10.000000,-3.232653,-3.571429
102,10.000000,-2.351020,-4.464286
103,10.000000,-1.273469,-5.357143
104,10.000000,0.000000,-6.250000
105,15.000000,-4.550000,0.000000
106,15.000000,-4.457143,-0.892857
107,15.000000,-4.178571,-1.785714
108,15.000000,-3.714286,-2.678571
109,15.000000,-3.064286,-3.571429
110,15.000000,-2.228571,-4.464286
111,15.000000,-1.207143,-5.357143
112,15.000000,0.000000,-6.250000
113,20.000000,-4.200000,0.000000
114,20.000000,-4.114286,-0.892857
115,20.000000,-3.857143,-1.785714
116,20.000000,-3.428571,-2.678571
117,20.000000,-2.828571,-3.571429
118,20.000000,-2.057143,-4.464286
119,20.000000,-1.114286,-5.357143
120,20.000000,0.000000,-6.250000
121,25.000000,-3.750000,0.000000
122,25.000000,-3.673469,-0.892857
123,25.000000,-3.443878,-1.785714
124,25.000000,-3.061224,-2.678571
125,25.000000,-2.525510,-3.571429
126,25.000000,-1.836735,-4.464286
127,25.000000,-0.994898,-5.357143
128,25.000000,0.000000,-6.250000
129,30.000000,-3.200000,0.000000
130,30.000000,-3.134694,-0.892857
131,30.000000,-2.938776,-1.785714
132,30.000000,-2.612245,-2.678571
133,30.000000,-2.155102,-3.571429
134,30.000000,-1.567347,-4.464286
135,30.000000,-0.848980,-5.357143
136,30.000000,0.000000,-6.250000
137,35.000000,-2.550000,0.000000
138,35.000000,-2.497959,-0.892857
139,35.000000,-2.341837,-1.785714
140,35.000000,-2.081633,-2.678571
141,35.000000,-1.717347,-3.571429
142,35.000000,-1.248980,-4.464286
143,35.000000,-0.676531,-5.357143
144,35.000000,0.000000,-6.250000
145,40.000000,-1.800000,0.000000
146,40.000000,-1.763265,-0.892857
147,40.000000,-1.653061,-1.785714
148,40.000000,-1.469388,-2.678571
149,40.000000,-1.212245,-3.571429
150,40.000000,-0.881633,-4.464286
151,40.000000,-0.477551,-5.357143
152,40.000000,0.000000,-6.250000
153,45.000000,-0.950000,0.000000
154,45.000000,-0.930612,-0.892857
155,45.000000,-0.872449,-1.785714
156,45.000000,-0.775510,-2.678571
157,45.000000,-0.639796,-3.571429
158,45.000000,-0.465306,-4.464286
159,45.000000,-0.252041,-5.357143
160,45.000000,0.000000,-6.250000
161,50.000000,-0.000000,0.000000
162,50.000000,-0.000000,-0.892857
163,50.000000,-0.000000,-1.785714
164,50.000000,-0.000000,-2.678571
165,50.000000,-0.000000,-3.571429
166,50.000000,-0.000000,-4.464286
167,50.000000,-0.000000,-5.357143
168,50.000000,0.000000,-6.250000
1,1,2,10,9
2,2,3,11,10
3,3,4,12,11
4,4,5,13,12
5,5,6,14,13
6,6,7,15,14
7,7,8,16,15
8,9,10,18,17
9,10,11,19,18
10,11,12,20,19
11,12,13,21,20
12,13,14,22,21
13,14,15,23,22
14,15,16,24,23
15,17,18,26,25
16,18,19,27,26
17,19,20,28,27
18,20,21,29,28
19,21,22,30,29
20,22,23,31,30
21,23,24,32,31
22,25,26,34,33
23,26,27,35,34
24,27,28,36,35
25,28,29,37,36
26,29,30,38,37
27,30,31,39,38
28,31,32,40,39
29,33,34,42,41
30,34,35,43,42
31,35,36,44,43
32,36,37,45,44
33,37,38,46,45
34,38,39,47,46
35,39,40,48,47
36,41,42,50,49
37,42,43,51,50
38,43,44,52,51
39,44,45,53,52
40,45,46,54,53
41,46,47,55,54
42,47,48,56,55
43,49,50,58,57
44,50,51,59,58
45,51,52,60,59
46,52,53,61,60
47,53,54,62,61
48,54,55,63,62
49,55,56,64,63
50,57,58,66,65
51,58,59,67,66
52,59,60,68,67
53,60,61,69,68
54,61,62,70,69
55,62,63,71,70
56,63,64,72,71
57,65,66,74,73
58,66,67,75,74
59,67,68,76,75
60,68,69,77,76
61,69,70,78,77
62,70,71,79,78
63,71,72,80,79
64,73,74,82,81
65,74,75,83,82
66,75,76,84,83
67,76,77,85,84
68,77,78,86,85
69,78,79,87,86
70,79,80,88,87
71,81,82,90,89
72,82,83,91,90
73,83,84,92,91
74,84,85,93,92
75,85,86,94,93
76,86,87,95,94
77,87,88,96,95
78,89,90,98,97
79,90,91,99,98
80,91,92,100,99
81,92,93,101,100
82,93,94,102,101
83,94,95,103,102
84,95,96,104,103
85,97,98,106,105
86,98,99,107,106
87,99,100,108,107
88,100,101,109,108
89,101,102,110,109
90,102,103,111,110
91,103,104,112,111
92,105,106,114,113
93,106,107,115,114
94,107,108,116,115
95,108,109,117,116
96,109,110,118,117
97,110,111,119,118
98,111,112,120,119
99,113,114,122,121
100,114,115,123,122
101,115,116,124,123
102,116,117,125,124
103,117,118,126,125
104,118,119,127,126
105,119,120,128,127
106,121,122,130,129
107,122,123,131,130
108,123,124,132,131
109,124,125,133,132
110,125,126,134,133
111,126,127,135,134
112,127,128,136,135
113,129,130,138,137
114,130,131,139,138
115,131,132,140,139
116,132,133,141,140
117,133,134,142,141
118,134,135,143,142
119,135,136,144,143
120,137,138,146,145
121,138,139,147,146
122,139,140,148,147
123,140,141,149,148
124,141,142,150,149
125,142,143,151,150
126,143,144,152,151
127,145,146,154,153
128,146,147,155,154
129,147,148,156,155
130,148,149,157,156
131,149,150,158,157
132,150,151,159,158
133,151,152,160,159
134,153,154,162,161
135,154,155,163,162
136,155,156,164,163
137,156,157,165,164
138,157,158,166,165
139,158,159,167,166
140,159,160,168,167
